title,price,bed,bath,size,address
A Ready 850 Sq. ft Apartment For Sale In Middle Monipur Near Monipur High School And College,5000000,3,2,850,"Mirpur, Dhaka"
A Nice And Cozy Flat Is Up For Sale In East Kazipara Nearby Baitul Fazal Jami Mosque.,5000000,3,2,975,"East Kazipara, Mirpur, Dhaka"
A Fascinating Apartment In Dakshin Khan Near To Ark Hospital Is Ready For Sale,5000000,3,3,"1,320","East Azampur, Dakshin Khan, Dhaka"
"Pursue This Great 1150 Sq Ft Flat is Up For Sale In Demra, Matuail",5000000,3,3,"1,150","Matuail, Demra, Dhaka"
Plan To Move In This 950 Sq Ft Flat Which Is For Sale In East Rampura,5000000,3,2,950,"East Rampura, Rampura, Dhaka"
An Apartment Is Ready For Sale At Mohammadpur Near Dhaka Uddyan Government College.,5000000,3,2,"1,100","Block B, Dhaka Uddan, Mohammadpur, Dhaka"
Flat For sale In Senpara Parbata Near Adarsha High School,5000000,3,2,"1,120","Section 10, Mirpur, Dhaka"
Excellent Flat Of 1236 Sq Ft Is All Set For Sale In The Fine Location Of Shantibag,5000000,3,2,"1,236","Shantibag, Matuail, Demra, Dhaka"
"Buy This 960 Sq Ft Relaxing Flat In New Town R/a, Demra",5000000,3,2,960,"Block B, New Town R/A, Matuail, Demra, Dhaka"
Close To Manikdi Amtola Water Pump A Moderate 3 Bedroom Residential Apartment For Sale,5000000,3,3,"1,250","Manikdi, Cantonment, Dhaka"
Check This 1250 Sq. ft -3 Bedroom Apartment Up For Sale At Cantonment Very Near To Manikdi Islamia Senior Madrasha.,5000000,3,3,"1,250","Manikdi, Cantonment, Dhaka"
"Situated In Keraniganj, Near Al-baraka Model Hospital, A 1300 Sq Ft Apartment Is Up For Sale",5000000,3,3,"1,300","Block A, Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka"
Take This 1300 Sq Ft Nice Flat Is For Sale At Keraniganj Area,5000000,3,3,"1,300","Block A, Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka"
1300 Sq Ft Convenient Apartment For Sale In Keraniganj Near Eastern Bank Limited,5000000,3,3,"1,300","Block A, Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka"
A 970 Sq. Ft Apartment For sale Is All Set For You In East Bashabo Close To Agrani Bank Limited,5000000,3,2,970,"East Bashabo, Bashabo, Dhaka"
1300 Sq Ft Reasonably Priced Residential Flat Is Ready For Sale In Keraniganj For Track Down.,5000000,3,3,"1,300","Block A, Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka"
"Check This Fine Looking Flat Of 1150 Sq Ft Offered For Sale In New Town R/A, Matuail",5000000,3,2,"1,150","Matuail, Demra, Dhaka"
"A Perfect Flat Of 1200 Sq Ft For Living With Family Is Available For Sale At Dogair, Demra",5000000,3,3,"1,200","Demra, Dhaka"
"1000 Sq Ft Residential Flat For Sale In Mirpur, East Shewrapara",5000000,3,2,"1,000","East Shewrapara, Mirpur, Dhaka"
"Buy This Flat To Reside In Salimullah Road, Mohammadpur",5000000,3,2,700,"Mohammadpur, Dhaka"
Grab A 730 Sq Ft Flat Up For Sale At Mirpur -6,5000000,3,2,730,"Block A, Section 6, Mirpur, Dhaka"
"Dwell In This 1100 Sq Ft Flat For Sale In Mirpur, Ahmed Nagar",5000000,3,3,"1,100","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
A Nicely Planned Flat Is Up For Sale In South Monipur Nearby South Monipur Jam-e Masjid,5000000,3,2,"1,100","Mirpur, Dhaka"
"Apartment Of 900 Sq Ft For Sale In Uttar Badda, Near Uttar Purba Badda Government Primary School",5000000,3,2,900,"Uttar Badda, Badda, Dhaka"
A Very Well-fitted Apartment Is Here Sited At Cantonment Featuring 1008 Sq Ft Space For Sale,5000000,3,2,"1,008","Cantonment, Dhaka"
1050 Sq Ft Residential Flat For Sale In Mirpur-10,5000000,3,2,"1,050","Senpara Parbata, Section 10, Mirpur, Dhaka"
Great News! This 1050 Sq Ft Flat For Sale In North Bishil Which Can Be Your Next Destination,5000000,3,2,"1,050","Section 1, Mirpur, Dhaka"
Contact Us For Sale This 1100 Sq Ft House Which Is Now Available In North Bishil,5000000,3,2,"1,100","Section 1, Mirpur, Dhaka"
"Buy This 1190 Sq Ft Residential Flat In Mirpur, Section 1",5000000,3,3,"1,190","Block Ka, North Bishil, Section 1, Mirpur, Dhaka"
"In An Urban Location And Reasonable Price, See This 3 Bedroom Flat Is Available For Sale In East Monipur.",5000000,3,3,"1,100","East Monipur, Mirpur, Dhaka"
Grow Your Home In This 10304 Sq Ft Home At Shah Ali Bag Mingled With Your Interest In This Bustling City.,5000000,3,2,"1,034","Section 1, Mirpur, Dhaka"
"1000 Sq Ft Apartment For Sale In West Shewrapara, Mirpur",5000000,3,2,"1,000","West Shewrapara, Mirpur, Dhaka"
Offering you 1065 SQ FT flat for sale in Agargaon,5000000,3,3,"1,065","Agargaon, Dhaka"
﻿Move in and inhabit this 900 SQ FT properly constructed apartment for sale in Mirpur 2,5000000,3,3,900,"Block D, Section 2, Mirpur, Dhaka"
Worthy 900 SQ FT residence is for sale at North Pirerbag,5000000,3,2,900,"North Pirerbag, Pirerbag, Mirpur, Dhaka"
A Nicely Build 1060 Sq Ft And 3-Bedroom Apartment Is Vacant For Sale In Borobag,5000000,3,2,"1,060","Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka"
"This 980 Sq Ft Apartment Is Now Up For Sale In Comfort Housing, Adabor",5000000,3,2,980,"Comfort Housing, Adabor, Dhaka"
Make Your Residence In A 1220 Sq Ft Property Which Is Up For Sale At West Shewrapara,5000000,3,2,"1,220","West Shewrapara, Mirpur, Dhaka"
Checkout This 1000 Sq Ft Apartment For Sale In North Kafrul Rd,5000000,3,2,"1,000","Kafrul, Dhaka"
1000 Sq Ft Great Apartment For Sale In North Kafrul Rd,5000000,3,2,"1,000","Kafrul, Dhaka"
Let Us Serve You With This 1000 Sq Ft Apartment For Sale In Kafrul,5000000,3,2,"1,000","Kafrul, Dhaka"
Buy This 1000 Sq Ft Apartment With 2 Balconies In North Kafrul Rd,5000000,3,2,"1,000","Kafrul, Dhaka"
1000 Sq Ft Apartment With 3 Nice Bedrooms For Sale In Kafrul,5000000,3,2,"1,000","Kafrul, Dhaka"
A 1350 Square Ft And 3 Bedroom Residential Apartment For Sale At Turag Near To Taqwa Mosque,5000000,3,3,"1,350","Turag, Dhaka"
There Is 3 Bedroom Apartment Up For Sale In The Location Of Turag Near Taqwa Mosque.,5000000,3,3,"1,350","Turag, Dhaka"
Next To Subhania Madrasha & Masjid This Ready And Comfortable Apartment Is Up For Sale At Turag.,5000000,3,3,"1,350","Turag, Dhaka"
In The Location Of Turag An Adequate House Is For Sale Near By Subhania Madrasha & Masjid,5000000,3,3,"1,350","Turag, Dhaka"
A Ready 1350 Square Ft Flat Is Up For Selling Purpose In Dhour Mouza-Turag .,5000000,3,3,"1,350","Turag, Dhaka"
Visit This Apartment Of 1200 Sq Ft For Sale In Turag,5000000,3,3,"1,200","Dhorangartek, Turag, Dhaka"
950 Square Feet Flat For Sale,5000000,3,2,950,"Turag City, Section 1, Mirpur, Dhaka"
"Covering 1000 Sq Ft Space A Flat Is Up For Sale In Section 10, Mirpur",5000000,3,3,"1,000","Block A, Section 10, Mirpur, Dhaka"
Plan To Move In This 1100 Sq Ft Flat Which Is For Sale In Mirpur Near To Prince Bazar,5000000,3,2,"1,100","South Bishil, Section 1, Mirpur, Dhaka"
A 1000 Sq Ft Home For Sale With Comfortable Bedrooms Situated In North Pirerbag Close To Chapra Masjid .,5000000,3,2,"1,000","North Pirerbag, Pirerbag, Mirpur, Dhaka"
In East Kazipara 1250 SQ FT flat is available for sale,5000000,3,3,"1,250","East Kazipara, Mirpur, Dhaka"
1250 SQ FT flat is now for sale which is in East Kazipara,5000000,3,3,"1,250","East Kazipara, Mirpur, Dhaka"
Worthy 1250 SQ FT residence is for sale at East Kazipara,5000000,3,3,"1,250","East Kazipara, Mirpur, Dhaka"
We Have A 1120 Sq. Ft Flat For Sale In Senpara Parbata Nearby Senpara Jaame Masjid.,5000000,3,2,"1,120","Section 10, Mirpur, Dhaka"
"Start a new home, in this 890 SQ FT apartment for sale in Khilgaon",5000000,3,2,890,"Khilgaon, Dhaka"
1200 Sq. Ft Apartment Is Available For Sale In Bordonbari -Mirpur Which Is Tailored To Your Highest Standards,5000000,3,3,"1,200","2nd Colony, Mirpur, Dhaka"
All Set For Selling Purpose This 950 Sq Ft Flat In A Peaceful Location Of Kachukhet Road,5000000,3,2,950,"Mirpur, Dhaka"
High Standards Of Living – 1075 Sq Ft Flat For Sale In Mirpur Close To Baitur Rowshan Jame Masjid.,5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
Experience Residing In This 1075 Sq Ft Home For Sale In Middle Monipur Beside To Baitur Rowshan Jame Masjid.,5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
We Are Pleased To Offer This Moderate 1075 Sq Ft Apartment In Middle Monipur Next To Baitur Rowshan Jame Masjid.,5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
1075 Sq Feet Flat Is Ready To Grow Your Home Experience In Middle Monipur Near Baitur Rowshan Jame Masjid.,5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
A 1075 Sq Ft Flat For Sale With Convenient Bedrooms That Is Available In Middle Monipur Near To Baitur Rowshan Jame Masjid.,5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
A Reasonable 1075 Sq. ft And 3 Bedroom Flat Is Available For Sale In Middle Monipur Near To Baitur Rowshan Jame Masjid.,5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
"Now You Can Afford To Dwell Well, This 1075 Sq. Ft Apartment Is For Sale In Middle Monipur Near Baitur Rowshan Jame Masjid.",5000000,3,2,"1,075","Middle Monipur, Mirpur, Dhaka"
Buy This Elegant Flat Of 980 Sq Ft In Mirpur-10,5000000,3,3,980,"Section 10, Mirpur, Dhaka"
"1350 Square Feet Ready Flat Is Up For Sale In Dhour Mouza, Turag",5000000,3,3,"1,350","Turag, Dhaka"
Visit This Nice 1050 Sq Ft Apartment For Sale At Dakkhin Paikpara,5000000,3,2,"1,050","Paikpara, Mirpur, Dhaka"
For Selling Purpose This Flat Is Now Vacant In East Kazipara Near By Mother Care International School,5000000,3,2,975,"East Kazipara, Mirpur, Dhaka"
"Grab This 920 Sq Ft Flat With Amazing Home Facilities, Up For Sale In Mirpur-10",5000000,3,3,920,"Section 10, Mirpur, Dhaka"
"Get Ready For Your Countless Peaceful Days With This 1350 Sq Ft Flat At Dhour Mouza, Turag Is Up To Sale",5000000,3,3,"1,350","Turag, Dhaka"
"Reside Conveniently In This 1000 Sq Ft Flat For Sale In West Kazipara, Mirpur",5000000,3,2,"1,000","Mirpur, Dhaka"
"Buy This 1300 Sq Ft Residential Apartment With A Great Neighborhood In Mirpur, Pallabi, Eastern Housing",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"Move In This 1300 Sq Ft Residential Apartment For Sale In Mirpur, Eastern Housing",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"1300 Sq Ft Residential Apartment For Sale In Mirpur, Pallabi",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"1300 Sq Ft Apartment With Better Residential Features Is Up For Sale In Mirpur, Pallabi",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"1300 Sq Ft Residential Apartment With A Good Environment Is Up For Sale In Mirpur, Pallabi",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"Establish Your Peace In This Nice 1300 Sq Ft Apartment For Sale At Block C, Eastern Housing",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"A Finely Built 1300 Sq Ft Flat Is Up For Sale In Eastern Housing, Pallabi",5000000,3,3,"1,300","Block C, Eastern Housing, Pallabi, Mirpur, Dhaka"
"Check This 1000 Square Feet Apartment Ready For Sale In Mirpur, West Kazipara",5000000,3,2,"1,000","Mirpur, Dhaka"
Strongly constructed 900 SQ FT residence is available for sale in Pirerbag,5000000,3,2,900,"Pirerbag, Mirpur, Dhaka"
"This Nice 1260 Sq Ft Apartment For Sale At Paikpara, Ahmed Nagar",5000000,3,3,"1,260","Ahmed Nagar, Mirpur, Dhaka"
A Nice And Comfortable 1258 Sq Ft Flat Is Up For Sale In Pirerbag,5000000,3,3,"1,258","Pirerbag, Mirpur, Dhaka"
This 1100 Sq Ft Residential Apartment For Sale Will Make You Feel All The Comfort Of Being In A Quality Home,5000000,3,3,"1,100","Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka"
A Convenient 1200 Sq Ft Residential Apartment Is Ready To Be Sold At West Agargaon,5000000,3,3,"1,200","Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka"
A 1075 Sq. ft. Flat Is Ready For Sale In South Pirerbag.,5000000,3,2,"1,075","Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka"
A well-constructed 1150 SQ FT apartment is for sale in Pirerbag,5000000,3,3,"1,150","Pirerbag, Mirpur, Dhaka"
"Well Defined Apartment Of 1100 Sq Ft Is Up For Sale In South Bishil, Mirpur-1",5000000,3,2,"1,100","South Bishil, Section 1, Mirpur, Dhaka"
This 1300 Sq. Ft Apartment Which Is Vacant For Sale In Bagan Bari Close To Baitus Salat Jame Masjid.,5000000,3,3,"1,300","Bagan Bari, Cantonment, Dhaka"
"1083 Sq Ft Flat Is Ready To Sale In Mirpur, Pirerbag With Available Home Amenities",5000000,3,2,"1,083","Middle Pirerbag, Pirerbag, Mirpur, Dhaka"
Be The Tenant Of A 950 Sq Ft Residential Flat Waiting To Get Sold At Turag City,5000000,3,2,950,"Turag City, Section 1, Mirpur, Dhaka"
A Finely Built 1250 Sq Ft Flat Is Up For Sale In Middle Monipur,5000000,3,3,"1,250","Mirpur, Dhaka"
Well Designed 1200 Sq Ft Residential Flat Is There For Sale At Middle Monipur,5000000,3,3,"1,200","Mirpur, Dhaka"
Establish Your Peace In This Nice 1000 Sq Ft Apartment For Sale At West Shewrapara,5000000,3,2,"1,000","Mirpur, Dhaka"
"1090 Sq Ft Apartment With 3 Amazing Bedrooms Is Ready For Sale In Hazaribag, Zafrabad",5000000,3,3,"1,090","Zafrabad, Hazaribag, Dhaka"
"Buy This 1120 Sq Ft Flat In Cantonment, With 3 Great Balconies",5000000,3,3,"1,120","Baigertek, Cantonment, Dhaka"
Close To Alim Uddin High School At West Shewrapara This 3 Bedroom Residential Apartment For Sale.,5000000,3,3,"1,200","West Shewrapara, Mirpur, Dhaka"
"A 1250 Sq. Ft Large Residential Apartment For Sale At Sattar Commissioner Road, Pirerbag",5000000,3,3,"1,250","North Pirerbag, Pirerbag, Mirpur, Dhaka"
Apartment Of 1000 Sq Ft For Sale In South Banasree Project,5000000,3,3,"1,000","South Banasree Project, Banasree, Dhaka"
1250 Sq Ft Flat Is Available For Sale At Mohammadpur,5000000,3,3,"1,250","Block B, Nobodoy Housing Society, Mohammadpur, Dhaka"
A 3 Bedrooms Residence For Sale In Eastern Housing - Pallabi.,5000000,3,2,"1,050","Block L, Eastern Housing, Pallabi, Mirpur, Dhaka"
Visit This Apartment For Sale In West Shewrapara Near Baitun Noor Jame Masjid,5000000,3,3,"1,200","West Shewrapara, Mirpur, Dhaka"
"1270 Sq Ft Apartment Is Up For Sale In Alabdirtek Road, Cantonment",5000000,3,3,"1,270","Goltek, Cantonment, Dhaka"
A 1150 Sq. Ft. Flat Is For Sale At Middle Pirerbag,5000000,3,3,"1,150","Middle Pirerbag, Pirerbag, Mirpur, Dhaka"
1150 Sq Ft Flat Is Ready For Sale In Mirpur,5000000,3,3,"1,150","Middle Pirerbag, Pirerbag, Mirpur, Dhaka"
1000 Sq Ft Ready Flat For Sale In Banasree,5000000,3,3,"1,000","South Banasree Project, Banasree, Dhaka"
Express Your Individuality At This 1100 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Paikpara.,5000000,3,2,"1,100","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
Worthy 1250 SQ FT residence is for sale at Mohammadpur,5000000,3,3,"1,250","Block B, Nobodoy Housing Society, Mohammadpur, Dhaka"
"A Nice 955 Square Feet House Is Available For Sale At South Pirerbag, With An Affordable Deal.",5000000,3,2,955,"South Pirerbag, Pirerbag, Mirpur, Dhaka"
1250 Sq Ft Apartment Is Available For Sale At Cantonment,5000000,3,3,"1,250","Manikdi, Cantonment, Dhaka"
1254 Sq Ft Nice Apartment Is Available For Sale At Cantonment,5000000,3,3,"1,254","Manikdi, Cantonment, Dhaka"
"Reside Conveniently In This Comfortable 935 Sq>Ft Flat For Sale In Section 12 , Mirpur",5000000,3,2,935,"Block D, Section 12, Mirpur, Dhaka"
1300 Sq. ft Apartment Is Available For Sale In West Manikdi Which Is Tailored To Your Highest Standards,5000000,3,3,"1,300","Manikdi, Cantonment, Dhaka"
Nicely-constructed 1230 Sq. ft Flat Is Ready For Sale At North Manikdi,5000000,3,3,"1,230","Manikdi, Cantonment, Dhaka"
Affordable And Wonderful Flat Up For Sale In North Manikdi,5000000,3,3,"1,230","Manikdi, Cantonment, Dhaka"
Your Desirable Cozy Flat Of 1550 Sq Ft Is Ready For Sale In Pallabi,5000000,3,3,"1,550","Block D, Eastern Housing, Pallabi, Mirpur, Dhaka"
A Fine Flat Is Now For Sale Which Is In Adabor Near Crest International School & College,5000000,3,2,"1,140","Baitul Aman Housing Society, Adabor, Dhaka"
Visit This Apartment For Sale In West Shewrapara Near Baitun Noor Jame Masjid,5000000,3,3,"1,200","West Shewrapara, Mirpur, Dhaka"
Visit This Apartment For Sale In Mirpur Near Monipur High School and College.,5000000,3,2,"1,040","Senpara Parbata, Section 10, Mirpur, Dhaka"
"1000 SQ FT apartment for sale in Mohammadpur, near Nobodoy Bazar",5000000,3,2,"1,000","Block C, Nobodoy Housing Society, Mohammadpur, Dhaka"
"Built With Modern Amenities, Check This 1300 Sq. Ft Flat For Sale In The Location Of West Manikdi",5000000,3,3,"1,300","Manikdi, Cantonment, Dhaka"
975 Square Feet Medium Size Apartment Is For Sale In East Kazipara Close To Kazipara Mosjid,5000000,3,2,975,"East Kazipara, Mirpur, Dhaka"
Wonderful 1100 SQ FT flat is available to Sale in Ahmed Nagar,5000000,3,3,"1,100","Mirpur, Dhaka"
Reside Conveniently In This Well Constructed 1120 Sq. Ft Flat For Sale In Kalachandpur,5000000,3,2,"1,120","Kalachandpur, Dhaka"
"Residence Of 1160 Sq Ft Is Up For Sale In Adarsha Road, Mirpur 10",5000000,3,3,"1,160","Senpara Parbata, Section 10, Mirpur, Dhaka"
This 1280 Sq. Ft Flat In East Monipur With A Convenient Price Is Up For Sale,5000000,3,2,"1,280","East Monipur, Mirpur, Dhaka"
Affordable And Wonderful Flat Up For Sale In Dagormora,5000000,3,3,"1,200","Dagormora, Savar, Dhaka"
Flat Of 3 Bedroom For sale In Mirpur Near Science Staff Quarter Masjid,5000000,3,2,900,"Pirerbag, Mirpur, Dhaka"
An Apartment Of 1250 Sq. Ft Is Up For Sale In Mirpur Section 11.,5000000,3,3,"1,250","Section 11, Mirpur, Dhaka"
"1000 Sq Ft Flat Is Now Vacant For Sale In Mirpur, Shah Ali Bag",5000000,3,2,"1,000","Section 1, Mirpur, Dhaka"
1100 Sq. ft. Flat Is For Sale In West Shewrapara Near Ananda Bazar,5000000,3,2,"1,100","Mirpur, Dhaka"
"An Apartment Is Ready For Sale At Dakshin Khan, Near Rasulbag Jame Mosjid.",5000000,3,3,"1,145","Ashkona, Dakshin Khan, Dhaka"
At Middle Monipur Nice Flat Up For Sale Near Baitur Rowshan Jame Masjid,5000000,3,2,"1,100","Mirpur, Dhaka"
In The Location Of Mirpur An Apartment Is For Sale Near Baitun Nur Jame Masjid,5000000,3,3,"1,100","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
Offering You A Nice Flat For Sale In Kuril Near Shere Bangla Ideal High School,5000000,3,2,800,"Kuril, Dhaka"
1150 Sq. ft And 3 Bedroom Apartment Is Ready For Sale In Paikpara Close To Paikpara Jame Masjid,5000000,3,2,"1,150","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
At West Agargaon Nice Flat Up For Sale Near Momtaz Mansion Jame Masjid,5000000,3,3,"1,028","West Agargaon, Agargaon, Dhaka"
Visit This Apartment For Sale In West Agargaon Near Momataj Memorial High School,5000000,3,2,"1,050","West Agargaon, Agargaon, Dhaka"
Well Developed Flat Is Up For Sale In Arambag Residential Area Nearby First Security Islami Bank Ltd.,5000000,3,3,"1,015","Block D, Arambag Residential Area, Pallabi, Mirpur, Dhaka"
1250 Sq. Ft Flat For Sale In Mirpur Close To Brac Bank,5000000,3,3,"1,250","Section 11, Mirpur, Dhaka"
Get Comfortable In A Nice Flat For Sale In Shekhertek Nearby Shekhertek Bazar,5000000,3,2,"1,100","Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka"
"Create Your New Home In A Nice Flat For Sale In Pallabi, Near Rupnagar Government Secondary School And College",5000000,3,3,"1,115","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
Visit This Apartment For Sale In Mohammadpur Near Muhammadi Jame Masjid,5000000,3,2,935,"Mohammadi Housing LTD., Mohammadpur, Dhaka"
An Attractive Apartment Is Up For Sale Covering An Area Of 1100 Sq Ft At Arambag Residential Area,5000000,3,3,"1,100","Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka"
An apartment is ready to sale at mirpur nearby tolarbag care academy,5000000,3,2,"1,200","Tolarbag, Section 1, Mirpur, Dhaka"
1150 Sq Ft Residential Flat For Sale In Mirpur,5000000,3,2,"1,150","Paikpara, Ahmed Nagar, Mirpur, Dhaka"
A Worthy 1234 SQ FT Residential Apartment is ready for Sale at Cantonment area close to Janata Bank,5000000,3,3,"1,234","Goltek, Cantonment, Dhaka"
"Reside Conveniently In This Well Constructed 1150 Sq Ft Flat For Sale In Mirpur, Near Alim Uddin High School",5000000,3,2,"1,150","Mirpur, Dhaka"
Flat For Sale In West Agargaon Near West Agargaon Central Jame Masjid,5000000,3,2,"1,160","Agargaon, Dhaka"
A Fine Flat Is Now For Sale Which Is In Pallabi Near Pallabi Mazedul Islam Model High School,5000000,3,2,"1,140","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
"On The Doorstep Of Tolarbag Jame Mosjid, An Apartment Is Ready To Sale In Tolarbag Mirpur",5000000,3,3,"1,050","Tolarbag, Section 1, Mirpur, Dhaka"
1050 Sq Ft Apartment For Sale In Pallabi Near Rupnogor Government High School,5000000,3,3,"1,050","Block C, Arambag Residential Area, Pallabi, Mirpur, Dhaka"
Near Monipur School flat for Sale in Mirpur,5000000,3,3,"1,136","East Monipur, Mirpur, Dhaka"
Check this apartment for sale at Mirpur nearby Baitul Monir Jame Masjid,5000000,3,2,"1,211","Shah Ali Bag, Section 1, Mirpur, Dhaka"
"An apartment is ready for sale at Mirpur, near Shefa Medicine Corner",5000000,3,3,"1,200","Block C, Section 12, Mirpur, Dhaka"
Sale this flat for sale at Mirpur neighboring Monipur High School & College - Branch 1,5000000,3,3,"1,150","Rupnagar R/A, Mirpur, Dhaka"
1150 Sq Ft Residential Flat Is Ready For For Sale In South Monipur Nearby Mirpur Jame Mosque,5000000,3,2,"1,150","Mirpur, Dhaka"
1100 Square Feet Apartment Is For Sale,5000000,3,2,"1,100","Mirpur, Dhaka"
Nearly Finished Flat Is Up For Sale At Ashkona Nearby Baitul Mamur Jame Masjid,5000000,3,2,"1,250","Aainusbag, Dakshin Khan, Dhaka"
A 1200 Sq Ft Beautiful Apartment For Sale Is All Set For You In East Kazipara Nearby Life Aid Specialized Hospital Pvt. Ltd.,5000000,3,2,"1,200","East Kazipara, Mirpur, Dhaka"
"Get Comfortable In A Flat For Sale In Mirpur Section 1, Near Mazar Vegetable Market",5000000,3,3,"1,133","Block Ka, North Bishil, Section 1, Mirpur, Dhaka"
1040 Sq Ft Residential Flat Is Ready To Be Sold In Eastern Pallabi,5000000,3,2,"1,040","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
"At Mirpur, flat for Sale close to Brac Bank",5000000,4,4,"1,300","Block D, Section 11, Mirpur, Dhaka"
"This Apartment Ready For Sale At Mirpur, Near Pallabi Police Station",5000000,4,4,"1,250","Block C, Section 12, Mirpur, Dhaka"
This Very New Nice Flat Of 960 Sq Ft Is Up For Sale In West Agargaon,4992000,3,2,960,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka"
"850 Sq Ft Great Residential Flat For Sale In Mirpur, Rupnagar R/a",4950000,2,2,850,"Rupnagar R/A, Mirpur, Dhaka"
"This 850 Sq. ft Flat Which Is Available In Rupnagar R/A , For Sale Will Ensure Your Higher Quality Of Living",4950000,2,2,850,"Rupnagar R/A, Mirpur, Dhaka"
A Nice Residential Flat For Sale Can Be Found In Mohammadpur Nearby Mac Master English Medium School.,4950000,2,2,900,"PC Culture Housing, Mohammadpur, Dhaka"
"See, This Beautiful Apartment And Make It Your New Home Which Is Up For Sale In Mohammadpur Nearby Mac Master English Medium School.",4950000,2,2,900,"PC Culture Housing, Mohammadpur, Dhaka"
Worthy 1050 Sq Ft Residence Is For Sale At Demra,4950000,3,2,"1,050","Matuail, Demra, Dhaka"
View This Cozy 1100 Square Feet Apartment For Sale In Manikdi,4950000,3,2,"1,100","Manikdi, Cantonment, Dhaka"
"1100 Sq Ft Residential Apartment Is For sale At Ahmed Nagar, Mirpur",4950000,3,2,"1,100","East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka"
Here Is A Moderate Residence Of 1100 Sq Ft Waiting For Sale At East Kazipara,4950000,3,3,"1,100","East Kazipara, Mirpur, Dhaka"
"This Very New Nice Flat Of 1100 Sq Ft Is Up For Sale In Hazi Fazlur Rahman Road, Khilbari Tek",4950000,3,2,"1,100","Khilbari Tek, Badda, Dhaka"
1100 SQ FT flat is now Vacant for sale in Mirpur close to Life Aid Specialized Hospital,4950000,3,2,"1,100","Mirpur, Dhaka"
1100 Sq. Ft Flat For Sale In Middle Monipur Near Monipur High School And College.,4950000,3,2,"1,100","Mirpur, Dhaka"
Ready flat 1100 SQ FT is now for sale in Mirpur nearby Life Aid Specialized Hospital,4950000,3,2,"1,100","Mirpur, Dhaka"
See This Apartment For Sale In Middle Monipur Near Monipur High School And College.,4950000,3,2,"1,100","Mirpur, Dhaka"
Plan to move in this 1100 SQ FT flat which is up for sale in Mirpur near to Life Aid Specialized Hospital,4950000,3,2,"1,100","Mirpur, Dhaka"
3 Bedroom Flat For Sale In Middle Monipur Near Monipur High School And College.,4950000,3,2,"1,100","Mirpur, Dhaka"
See This Apartment Is Up For Sale In Middle Monipur Near Monipur High School And College.,4950000,3,2,"1,100","Mirpur, Dhaka"
A well-constructed 1100 SQ FT flat is ready for sale in Mirpur close to Life Aid Specialized Hospital,4950000,3,2,"1,100","Mirpur, Dhaka"
Visit This Apartment For Sale In Middle Monipur,4950000,3,2,"1,100","Mirpur, Dhaka"
A Decent 1100 SQ FT flat which is near to Life Aid Specialized Hospital is now for sale in Mirpur,4950000,3,2,"1,100","Mirpur, Dhaka"
1100 SQ FT flat is now available for sale nearby Life Aid Specialized Hospital in Mirpur,4950000,3,2,"1,100","Mirpur, Dhaka"
1100 SQ FT flat is now for sale which is in Mirpur near to Life Aid Specialized Hospital,4950000,3,2,"1,100","Mirpur, Dhaka"
In Mirpur 1100 SQ FT flat is available for sale which is now close to Life Aid Specialized Hospital,4950000,3,2,"1,100","Mirpur, Dhaka"
"Make this 1100 SQ FT flat your next residing location, which is up for sale in Mirpur near Life Aid Specialized Hospital",4950000,3,2,"1,100","Mirpur, Dhaka"
