title,price,bed,bath,size,address
"A 1556 Sq Ft Flat Is Here For Sale At Block F, Aftab Nagar",11600000,3,3,"1,556","Sector 1, Block F, Aftab Nagar, Dhaka"
"Available For Sale, This 1556 Sq Ft Apartment In Block F, Aftab Nagar",11600000,3,3,"1,556","Sector 1, Block F, Aftab Nagar, Dhaka"
1543 Sq Ft Residential Apartment Is Ready For Sale At Bashabo Area Close To Basabo Community Center,11600000,3,4,"1,543","North Bashabo, Bashabo, Dhaka"
Brand New 1543 Sq Ft Flat Is Now For Sale In Bashabo Nearby Basabo Community Center,11600000,3,3,"1,543","North Bashabo, Bashabo, Dhaka"
An Ultimate Dream Home With A Safe Environment Is Available For You To Buy In Bashundhara R-a,11600000,3,4,"1,712","Block I, Bashundhara R-A, Dhaka"
This 1553 Square Feet Flat In Bijoy Rakeen City Is Up For Sale With A Convenient Price .,11600000,3,3,"1,553","Block D, Section 15, Mirpur, Dhaka"
"A Smartly Priced 1553 Sq. Ft Apartment Which Is Up For Sale In Bijoy Rakeen City, Mirpur .",11600000,3,3,"1,553","Block D, Section 15, Mirpur, Dhaka"
"You can find a wonderful 1500 SQ FT flat for sale in Bashundhara R-A, Block G",11600000,3,4,"1,500","Block G, Bashundhara R-A, Dhaka"
Near By Bangladesh Maritime Training Institute 1550 Sq. ft Residential Apartment For Sale.,11600000,3,3,"1,550","Sector 5, Uttara, Dhaka"
"Start residing in this 1550 SQ FT, properly developed apartment for sale, in Dhanmondi Road No 8A, near Bangladesh Medical College",11600000,3,3,"1,550","Dhanmondi, Dhaka"
Reside In This 1600 Sq Ft Ready Flat For Sale In Uttara-13,11500000,2,2,"1,600","Sector 13, Uttara, Dhaka"
900 Sq Ft Flat For Sale In Uttara Sector 12 Near One Bank Limited | Atm Booth,11500000,2,2,900,"Sector 12, Uttara, Dhaka"
See This 1180 Sq Ft Apartment For Sale Is All Set For You In Mirpur Dohs,11500000,2,2,"1,180","Avenue 6, Mirpur DOHS, Mirpur, Dhaka"
Properly designed this 900 SQ Ft apartment is now up for Sale in Uttara 12,11500000,2,2,900,"Sector 12, Uttara, Dhaka"
"A 1301 Sq. Ft Large House Is Available For Sale At South Kallyanpur, With An Affordable Deal.",11500000,3,3,"1,301","Kallyanpur, Mirpur, Dhaka"
1352 Sq Ft Residential Apartment For Sale In Shukrabad,11500000,3,3,"1,352","Shukrabad, Dhanmondi, Dhaka"
"A Nicely Constructed Apartment Of 1650 Sq Ft Is Available Right Now For Sale In Shyamoli Housing (2nd Project), Adabor",11500000,3,3,"1,650","Shyamoli Housing (2nd Project), Adabor, Dhaka"
1420 Sq Ft Residence In Mirpur Is Presently Available For Sale,11500000,3,3,"1,420","Block E, Section 6, Mirpur, Dhaka"
A well designed 1420 sq ft flat is on the market for sale in Mirpur,11500000,3,3,"1,420","Block E, Section 6, Mirpur, Dhaka"
Grab This 1420 Square Feet Flat For Sale In Mirpur-6,11500000,3,3,"1,420","Block E, Section 6, Mirpur, Dhaka"
1420 Square Feet Flat With 3 Bedrooms Is Ready For Sale In Mirpur-6,11500000,3,3,"1,420","Block E, Section 6, Mirpur, Dhaka"
Ready Flat Of 1410 Sq Ft Is Now To Sale In Shantinagar,11500000,3,3,"1,410","Shantinagar, Dhaka"
"1450 Sq Ft Flat Is Ready For Sale At Block K, Aftab Nagar",11500000,3,3,"1,450","Sector 1, Block K, Aftab Nagar, Dhaka"
"1400 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mohammadpur, Mohammadia Housing Society",11500000,3,3,"1,400","Mohammadia Housing Society, Mohammadpur, Dhaka"
Apartment For Sale In Uttara 7,11500000,3,2,"1,156","Sector 7, Uttara, Dhaka"
"Visit This 1514 Sq Ft Residence Is Vacant For Sale In Sector 10, Uttara",11500000,3,3,"1,514","Sector 10, Uttara, Dhaka"
"1200 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block C",11500000,3,3,"1,200","Block C, Bashundhara R-A, Dhaka"
"Buy This 1517 Sq Ft Ready Flat With 3 Bedrooms, In Uttara-10",11500000,3,4,"1,517","Sector 10, Uttara, Dhaka"
"Make This 1350 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Aftab Nagar",11500000,3,3,"1,350","Sector 1, Block F, Aftab Nagar, Dhaka"
Worthy 1500 SQ FT residence is for sale at South Badda,11500000,3,4,"1,500","South Badda, Badda, Dhaka"
A Nicely Built Full-furnished 1584 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Badda Close To Amz Hospital Ltd.,11500000,3,3,"1,584","Uttar Badda, Badda, Dhaka"
"In a Mind-blowing Location Of Outer Circular Road, 1340 Sq Ft An Apartment Is Up For Sale",11500000,3,4,"1,340","Shiddheswari, Dhaka"
"A 3 Bedroom Residential Apartment For Sale At Priyanka Runway City, Bawnia .",11500000,3,3,"1,600","Bawnia, Turag, Dhaka"
An Excellent Apartment Of 1340 Sq Ft Is Waiting To Be Sold In Outer Circular Road,11500000,3,4,"1,340","Shiddheswari, Dhaka"
A Delightful Apartment Of 1554 Sq Ft Is Ready For Sale In A Great Location Of Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
Start Living In This Brand New Flat Of 1554 Sq Ft Located At Pallabi Unoccupied For Sale That,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
A Nice And Medium-Sized 1554 Sq Ft Brand New Residential Apartment Is Available For Sale At Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
This 3-Bedroom Flat In Pallabi With A Convenient Price Is Up For Sale,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
A Well-Constructed and Brand New 1554 Sq Ft Flat Is For Sale In Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
Start Living In This Brand New Flat Of 1554 Sq Ft Located At Pallabi Unoccupied For Sale That,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
"Have A Look At A 3 Bedroom Residential Space Which Is For Sale Located At Babar Road, Mohammadpur.",11500000,3,3,"1,285","Mohammadpur, Dhaka"
A Nice Apartment Is Ready For Sale In Uttara Sector 10.,11500000,3,3,"1,555","Sector 10, Uttara, Dhaka"
"A Rightly Planned 1517 Sq Ft Residence Is Found For Sale In Uttara, Near Mugda Medical College And Hospital",11500000,3,3,"1,517","Sector 10, Uttara, Dhaka"
"Buy This 1505 Sq Ft Flat In Middle Badda, Adarsha Nagar",11500000,3,3,"1,505","Middle Badda, Badda, Dhaka"
Modern 1550 Sq Feet Residential Apartment For Sale in Dakshin Khan,11500000,3,3,"1,550","Dakshin Khan, Dhaka"
"1550 Square Feet Residential Flat For Sale In Dakshin Khan, Kosai Bari",11500000,3,3,"1,550","Dakshin Khan, Dhaka"
Ideal Flat Of 1175 Sq Ft In Dhanmondi Available For Sale,11500000,3,3,"1,175","Dhanmondi, Dhaka"
"1654 Sq Ft An Amazing Apartment Is Now For Sale In Uttara, Road No 5/A",11500000,3,3,"1,654","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka"
"Find Your Desired Home At This 1250 Sq Ft Flat For Sale At Block J, Bashundhara R-A",11500000,3,3,"1,250","Block J, Bashundhara R-A, Dhaka"
1441 Sq Ft Apartment For Sale In South Bashabo,11500000,3,4,"1,441","Bashabo, Dhaka"
Modern 1425 Sq Ft Apartment For Sale In Gulbag,11500000,3,3,"1,425","Gulbag, Malibagh, Dhaka"
Checkout This 1500 Sq Ft Flat For Sale In Mirpur-6,11500000,3,3,"1,500","Block E, Section 6, Mirpur, Dhaka"
1500 Sq Ft Flat Is Being Made For Sale In Mirpur-6,11500000,3,3,"1,500","Block E, Section 6, Mirpur, Dhaka"
1500 Sq Ft Residential Flat For Sale In Mirpur-6,11500000,3,3,"1,500","Block E, Section 6, Mirpur, Dhaka"
Prominent Location | Ready To Move | For Sale 3BR Apartment,11500000,3,3,"1,320","Block C, Bashundhara R-A, Dhaka"
"Find Your Desired Home At This 1450 Sq Ft Well Featured Flat For Sale At Block H, Banasree",11500000,3,3,"1,450","Block H, Banasree, Dhaka"
"We Bring You A Beautiful And Distinct Flat Of 1450 Sq Ft For Sale In Block H, Banasree",11500000,3,3,"1,450","Block H, Banasree, Dhaka"
"Grab A 1600 Sq Ft Flat For Sale At Tallabag, Hazaribag",11500000,3,3,"1,600","Tallabag, Hazaribag, Dhaka"
"A Perfect Flat Of 1600 Sq Ft For Living With Family Is Available For Sale At Tallabag, Hazaribag",11500000,3,3,"1,600","Tallabag, Hazaribag, Dhaka"
"Visit This 1450 Sq Ft Residence Is Vacant For Sale In Tilpapara, Khilgaon",11500000,3,3,"1,450","Tilpapara, Khilgaon, Dhaka"
"At Merul Badda, A Suitable Flat Is Up For Sale Which Is 1527 Sq Ft",11500000,3,3,"1,527","Merul Badda, Badda, Dhaka"
Grab A 1526 Sq Ft Flat For Sale At Merul Badda,11500000,3,3,"1,526","Merul Badda, Badda, Dhaka"
"A Relaxing 1250 Sq Ft Residential Property Is Up For Sale At Blokc K, Bashundhara R/A",11500000,3,3,"1,250","Block K, Bashundhara R-A, Dhaka"
Banasree Is Offering A 1450 Sq Ft Flat For Sale To Pick It For Your Next Home.,11500000,3,3,"1,450","Block H, Banasree, Dhaka"
"A 1450 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Banasree",11500000,3,3,"1,450","Block H, Banasree, Dhaka"
"1350 Sq Ft Apartment Is Being Constructed For Sale In Aftab Nagar, Block F",11500000,3,3,"1,350","Sector 1, Block F, Aftab Nagar, Dhaka"
An apartment at Banasree nearby Abdur Razzaque School And College is up for sale.,11500000,3,3,"1,120","Block D, Banasree, Dhaka"
Pursue This 1422 Sq Ft Apartment Ready For Sale In Mirpur-1,11500000,3,3,"1,422","Shah Ali Bag, Section 1, Mirpur, Dhaka"
Near Banasree Bazar 1120 Sq Ft Flat For Sale In Banasree,11500000,3,3,"1,120","Block D, Banasree, Dhaka"
"Choose This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block A",11500000,3,3,"1,550","Block A, Aftab Nagar, Dhaka"
1550 Sq Ft Apartment With 3 Bedrooms Is Ready For Sale In Aftab Nagar,11500000,3,3,"1,550","Block A, Aftab Nagar, Dhaka"
"Deal With 1550 Sq Ft Flat Ready For Sale In Aftab Nagar, Block A",11500000,3,3,"1,550","Block A, Aftab Nagar, Dhaka"
Ready Flat 1530 Sq Ft Is Now For Sale In Bashabo Nearby Basabo Community Center,11500000,3,3,"1,530","North Bashabo, Bashabo, Dhaka"
1365 Sq Ft Beautiful Flat Is For Sale In South Mugdapara,11500000,3,3,"1,365","Mugdapara, Dhaka"
In The Prominent Location Of Mirpur Section 06 A Comfortable Apartment Of 1160 Sq Ft Is Ready For Sale,11500000,3,3,"1,160","Block C, Section 6, Mirpur, Dhaka"
"1449 Sq Ft Flat Is Now Vacant For Sale In Uttara, Sector 10",11500000,3,3,"1,449","Sector 10, Uttara, Dhaka"
A 1517 Sq. Ft Apartment Which Is Up For Sale At Uttara Near To Trust Bank Limited | Atm Booth.,11500000,3,4,"1,517","Sector 10, Uttara, Dhaka"
"1480 Sq Ft Marvelous Apartment For Sale In East Kazipara, Mirpur",11500000,3,3,"1,480","East Kazipara, Mirpur, Dhaka"
Worthy 1506 Sq Ft Residence Is For Sale At Aftab Nagar,11500000,3,3,"1,506","Sector 1, Block F, Aftab Nagar, Dhaka"
1088 Sq Ft Flat Is Now Vacant For Sale In Malibagh,11500000,3,3,"1,088","Malibagh, Dhaka"
"We Are Assuring You A 1450 Sq Ft Amazing Flat For Sale In Banasree, Block H",11500000,3,3,"1,450","Block H, Banasree, Dhaka"
"1500 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block G",11500000,3,3,"1,500","Block G, Bashundhara R-A, Dhaka"
"Choose This 1450 Sq Ft Flat To Buy In Banasree, Block H",11500000,3,3,"1,450","Block H, Banasree, Dhaka"
1500 Sq Ft Convenient Flat For Sale In Uttara-10,11500000,3,4,"1,500","Sector 10, Uttara, Dhaka"
"1440 Sq Ft Flat For Sale In Rampura, Ullan",11500000,3,4,"1,440","Ullan, Rampura, Dhaka"
1425 Sq Ft Apartment For Sale In Mirpur 12,11500000,3,3,"1,425","Block A, Section 12, Mirpur, Dhaka"
"Vacant For Sale In Uttara, A 1500 Sq. Ft. Well Defined Flat",11500000,3,4,"1,500","Sector 10, Uttara, Dhaka"
Property For Sale In Khilgaon – 1450 Sq Ft Apartment,11500000,3,3,"1,450","Taltola, Khilgaon, Dhaka"
"This Modest 1600 Sq. Ft Flat At Uttara Sector 15, Which Is Up For Sale.",11500000,3,3,"1,600","Sector 15, Uttara, Dhaka"
"1618 Sq Ft Nice And Fine Flat Is Now For Sale In Uttara, Road No 7c",11500000,3,3,"1,618","Sector 9, Uttara, Dhaka"
"1600 Sq Ft Apartment With A Great Ambiance Is Up For Sale In Mirpur, Rupnagar R/a",11500000,3,3,"1,600","Rupnagar R/A, Mirpur, Dhaka"
"Establish Your Peace In This Nice 1600 Sq Ft Apartment For Sale At Block H, Bashundhara R-a",11500000,3,3,"1,600","Block H, Bashundhara R-A, Dhaka"
"A 1650 Sq Ft Residential Apartment Is Up For Sale At Block I, Bashundhara R-a",11500000,3,3,"1,650","Block I, Bashundhara R-A, Dhaka"
"View This 1360 Sq Ft Flat For Sale In Jhigatola Road, Dhanmondi",11500000,3,3,"1,360","Dhanmondi, Dhaka"
Worthy 1450 SQ FT residence is for sale at Bashundhara R-A,11500000,3,3,"1,450","Block L, Bashundhara R-A, Dhaka"
1450 SQ FT flat is now for sale which is in Bashundhara R-A,11500000,3,3,"1,450","Block L, Bashundhara R-A, Dhaka"
"A 1514 Sq Ft Residence For Sale With Spacious Bedrooms, Located At Uttara 10 .",11500000,3,4,"1,514","Sector 10, Uttara, Dhaka"
Buy This 1250 Square Feet Flat Available In Bashundhara R-a,11500000,3,3,"1,250","Block I, Bashundhara R-A, Dhaka"
"1250 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block I",11500000,3,3,"1,250","Block I, Bashundhara R-A, Dhaka"
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,11500000,3,2,"1,200","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
1550 Square Feet -3 Bedroom Apartment Is Ready For Sale In Uttara-5,11500000,3,3,"1,550","Sector 5, Uttara, Dhaka"
1250 Sq Feet Flat Is Ready To Grow Your Home Experience In Eastern Pallabi .,11500000,3,3,"1,250","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
"Smartly Priced Apartment Of 1550 Sq Ft Is Available For Sale, That You Should Check",11500000,3,3,"1,550","Block H, Bashundhara R-A, Dhaka"
Make Your Dream Of Owning A Decent 1396 Sq. Ft Apartment At Nadda Kacha Bazar Road In The Downtown To Count.,11500000,3,3,"1,396","Nadda, Dhaka"
Consider Buying This 1545 Sq Ft Residential Flat In Mirpur-2,11500000,3,3,"1,545","Block C, Section 2, Mirpur, Dhaka"
1545 Sq Ft Residential Flat For Sale In Mirpur-2,11500000,3,3,"1,545","Block C, Section 2, Mirpur, Dhaka"
We Are Offering You To Buy This Nice 1350 Square Feet Flat Available For Sale In Bashundhara,11500000,3,3,"1,350","Block J, Bashundhara R-A, Dhaka"
We Are Recommending You To Buy This 1350 Square Feet Flat In Bashundhara R-a,11500000,3,3,"1,350","Block J, Bashundhara R-A, Dhaka"
We Are Presenting To You This 1445 Sq Ft Cozy Flat For Selling Purpose In Boro Maghbazar.,11500000,3,3,"1,445","Maghbazar, Dhaka"
Nice 1425 Sq Ft Flat Is Available For Sale In Mirpur 12,11500000,3,3,"1,425","Block A, Section 12, Mirpur, Dhaka"
Find 1425 SQ FT flat available for sale in Mirpur 12,11500000,3,3,"1,425","Block A, Section 12, Mirpur, Dhaka"
1520 Sq Ft Flat For Sale In Bashundhara Residential Area,11500000,3,3,"1,520","Block G, Bashundhara R-A, Dhaka"
"Well-developed Residence up for sale in Bashundhara R-A, of 1550 SQ FT",11500000,3,3,"1,550","Block H, Bashundhara R-A, Dhaka"
Grab A 1550 Sq Ft Residence For Sale At Bashundhara R-a,11500000,3,3,"1,550","Block H, Bashundhara R-A, Dhaka"
1545 Sq Ft Residential Apartment For Sale At Mirpur-2,11500000,3,3,"1,545","Block C, Section 2, Mirpur, Dhaka"
"1545 Square Feet Residential Apartment Is Up For Sale At Block C, Mirpur-2",11500000,3,3,"1,545","Block C, Section 2, Mirpur, Dhaka"
1545 Sq Ft Residential Apartment For Sale In Mirpur-2,11500000,3,3,"1,545","Block C, Section 2, Mirpur, Dhaka"
Buy This 1545 Sq Ft Residential Apartment In Mirpur-2,11500000,3,3,"1,545","Block C, Section 2, Mirpur, Dhaka"
View This 1673 Square Feet Apartment For Sale In Mirpur-11,11500000,3,3,"1,673","Block C, Section 11, Mirpur, Dhaka"
1350 Sq Ft Vacant Flat Is Ready To Sale In West Dhanmondi,11500000,3,3,"1,350","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
Find 1250 SQ FT flat available for sale in Bashundhara R-A,11500000,3,3,"1,250","Block C, Bashundhara R-A, Dhaka"
"Start residing in this 1545 SQ FT, properly developed apartment for sale, in Pallabi",11500000,3,3,"1,545","Eastern Pallabi, Pallabi, Mirpur, Dhaka"
1545 Sq Ft Apartment With Elegant Fittings Is Ready For Sale In Mirpur-12,11500000,3,3,"1,545","Section 12, Mirpur, Dhaka"
"For Selling Purpose This Flat Is Now Vacant In Priyanka Runway City, Bawnia .",11500000,3,3,"1,600","Bawnia, Turag, Dhaka"
Offering You A 1750 Sq Ft Nice Apartment For Sale In Uttara.,11500000,3,4,"1,750","Sector 10, Uttara, Dhaka"
A Well-Constructed and Brand New 1554 Sq Ft Flat Is For Sale In Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
An Excellent Apartment Of 1554 Sq Ft Is Waiting To Be Sold In Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
A Strongly Structured Apartment Of 1554 Sq Ft Is Available For Sale In Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
A Convenient 1554 Sq. Ft. Brand New Residential Flat Is Prepared To Be Sold At Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
A Strongly Structured Apartment Of 1554 Sq Ft Is Available For Sale In Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
A Convenient 1554 Sq. Ft. Brand New Residential Flat Is Prepared To Be Sold At Pallabi,11500000,3,3,"1,554","Pallabi, Mirpur, Dhaka"
1520 Sq Ft Elegant Flat For Sale In Bashundhara Residential Area,11500000,3,3,"1,520","Block G, Bashundhara R-A, Dhaka"
"Good-looking Flat Is Vacant For Sale In Mirpur DOHS, Which Is 1400 Sq Ft",11500000,3,3,"1,400","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
For Selling Purpose 1250 Sq Ft Flat Is Now Available In Bashundhara R-a,11500000,3,3,"1,250","Block D, Bashundhara R-A, Dhaka"
Nice Flat In Bashundhara Is Now For Sale Nearby C-block Mosjid,11500000,3,4,"1,450","Block C, Bashundhara R-A, Dhaka"
Move In And Inhabit This Properly Constructed Flat For Sale In Bashundhara Near C-block Mosjid,11500000,3,4,"1,450","Block C, Bashundhara R-A, Dhaka"
Exquisite Flat Of 1750 Sq Ft Is Ready For Sale In Uttarad Nearby Tanjimul Ummah Pre-caet Madrasa,11500000,3,4,"1,750","Sector 10, Uttara, Dhaka"
"In The Location Of Mirpur, Close To Masjidul Akbar A Flat Is Up For Sale",11500000,3,3,"2,000","Block C, Section 1, Mirpur, Dhaka"
3 Bedrooms Apartment At Shiddheswari Near Siddeshori Boys School Is Up For Sale.,11500000,3,3,"1,250","Shiddheswari, Dhaka"
3 Bedrooms Apartment With A View Is Up For Sale,11500000,3,3,"1,250","Shiddheswari, Dhaka"
Nearly Finished Apartment Is Up For Sale In Aftab Nagar Nearby Ab Bank Limited | Atm Booth,11500000,3,4,"1,650","Sector 2, Block F, Aftab Nagar, Dhaka"
Get This Cozy 1650 Sq Ft Flat For Sale In Darussalam,11500000,4,4,"1,650","Mirpur, Dhaka"
1520 Sq Ft Residential Flat For Sale In Mirpur,11500000,4,3,"1,520","Pirerbag, Mirpur, Dhaka"
Ready To Move In! Check This 1675 Sq. Ft Apartment For Sale In Dakshin Khan,11500000,4,4,"1,675","Madhya Ajampur, Dakshin Khan, Dhaka"
"Reside In This 1530 Sq Ft Residential Flat For Sale In Mirpur, Paikpara",11500000,4,3,"1,530","Paikpara, Mirpur, Dhaka"
"1520 Sq Ft Residential Flat Is Up For Sale In Mirpur, Middle Pirerbag",11500000,4,3,"1,520","Pirerbag, Mirpur, Dhaka"
"Comfortable And Well Designed Flat Of 1700 Sq Ft In Uttara Sector 10 For Sale, Near Bishaw Estema Road Bus Stop",11500000,4,4,"1,700","Sector 10, Uttara, Dhaka"
Exquisite Flat For Sale In Bashundhara Nearby Ebenzer International School,11500000,4,3,"1,500","Block D, Bashundhara R-A, Dhaka"
"Covering 1800 Sq Ft Space A Flat Is Up For Sale In Darul Aman Housing Society, Mirpur-3",11500000,4,4,"1,800","Block J, Section 3, Mirpur, Dhaka"
"Well Built And Properly Designed Residential Flat Of 1500 Sq Ft In Bashundhara R/a Block D For Sale , Near Independent University Bangladesh",11500000,4,3,"1,500","Block D, Bashundhara R-A, Dhaka"
An Excellent Apartment Of 2400 Sq Ft Is Waiting To Be Sold In East Shewrapara,11500000,6,5,"2,400","Mirpur, Dhaka"
"This 1522 Sq Ft Flat Is Up For Sale Within Your Affordability, Is Located At Balughat Road, Lalbagh",11400000,3,3,"1,522","Jagannath Shaha Road, Amligola, Lalbagh, Dhaka"
Ready Apartment Of 1265 Sq Ft Is Now Available To Sale In Mohammadi Housing LTD.,11400000,3,3,"1,265","Mohammadi Housing LTD., Mohammadpur, Dhaka"
Plan To Move In This 1265 Sq Ft Flat Which Is For Sale In Dhaka Near To Mohammadi Housing LTD.,11400000,3,3,"1,265","Mohammadi Housing LTD., Mohammadpur, Dhaka"
A Comfortable 1235 Sq Ft Flat Is Here For Sale In Mohammadi Housing LTD.,11400000,3,3,"1,235","Mohammadi Housing LTD., Mohammadpur, Dhaka"
3 Bedroom Residential Flat Is Up For Sale In East Monipur With Satisfactory Price,11400000,3,3,"1,520","East Monipur, Mirpur, Dhaka"
1520 Sq Ft Apartment Is Up For Sale At Your Convenient Location Of East Monipur,11400000,3,3,"1,520","East Monipur, Mirpur, Dhaka"
"1435 Square Feet Fat Is For Sale In Mohammadpur, Katashur",11400000,3,3,"1,435","Katashur, Mohammadpur, Dhaka"
